day,month,year,hour,minute,temperature,humidity,dewpoint,barometer,windspeed,gustspeed,direction,rainlastmin,dailyrain,monthlyrain,yearlyrain,heatindex
1,6,2022,3,39,23.7,62,16.0,1015.5,2.0,1.7,203,0.0,0.0,0.0,13.0,25.0
1,6,2022,3,40,23.7,62,16.0,1015.5,1.5,4.3,208,0.0,0.0,0.0,13.0,25.0
1,6,2022,3,41,23.7,62,16.0,1015.4,2.4,5.2,203,0.0,0.0,0.0,13.0,25.1
1,6,2022,3,42,23.7,61,15.8,1015.4,3.3,7.0,224,0.0,0.0,0.0,13.0,25.1
1,6,2022,3,43,23.7,61,15.8,1015.5,4.2,7.0,209,0.0,0.0,0.0,13.0,25.1
1,6,2022,3,44,23.8,61,15.8,1015.4,5.2,7.0,236,0.0,0.0,0.0,13.0,25.1
1,6,2022,3,45,23.8,61,15.8,1015.5,5.1,8.7,223,0.0,0.0,0.0,13.0,25.1
1,6,2022,3,46,23.8,61,15.8,1015.5,6.2,7.8,224,0.0,0.0,0.0,13.0,25.1
1,6,2022,3,47,23.8,61,15.9,1015.4,5.2,7.8,210,0.0,0.0,0.0,13.0,25.1
1,6,2022,3,48,23.8,61,15.9,1015.4,3.9,4.3,223,0.0,0.0,0.0,13.0,25.1
1,6,2022,3,49,23.8,61,15.9,1015.5,4.0,6.1,234,0.0,0.0,0.0,13.0,25.2
1,6,2022,3,50,23.9,61,15.9,1015.5,3.6,7.8,214,0.0,0.0,0.0,13.0,25.2
1,6,2022,3,51,23.9,61,15.9,1015.5,4.2,7.8,230,0.0,0.0,0.0,13.0,25.2
1,6,2022,3,52,23.9,60,15.7,1015.5,4.3,7.8,224,0.0,0.0,0.0,13.0,25.2
1,6,2022,3,53,23.9,60,15.7,1015.5,5.7,8.7,221,0.0,0.0,0.0,13.0,25.2
1,6,2022,3,54,23.9,60,15.7,1015.5,6.1,7.8,237,0.0,0.0,0.0,13.0,25.2
1,6,2022,3,55,23.9,60,15.7,1015.5,5.3,7.0,217,0.0,0.0,0.0,13.0,25.2
1,6,2022,3,56,24.0,60,15.7,1015.4,6.1,8.7,224,0.0,0.0,0.0,13.0,25.3
1,6,2022,3,57,24.0,60,15.7,1015.4,5.3,7.0,223,0.0,0.0,0.0,13.0,25.3
1,6,2022,3,58,24.0,60,15.8,1015.4,4.2,8.7,224,0.0,0.0,0.0,13.0,25.3
1,6,2022,3,59,24.0,60,15.8,1015.5,6.6,11.3,218,0.0,0.0,0.0,13.0,25.3
