Device;Datetime;"Dew Point (C)";"H2S GCC (ppb)";"Humidity ext (%)";"NO2 GCc (ppb)";"O3 GCc (ppb)";"Pressure (hPa)";"TSP (ug/m3)";"Temp ext (C)";
"K-A3 GRECiOT 1";2022-05-19 12:12:24;5,12;0,00;31,62;2,54;39,99;1025,47;11,24;22,87;
"K-A3 GRECiOT 1";2022-05-19 12:07:27;5,29;0,00;32,21;4,05;37,79;1025,47;15,20;22,76;
"K-A3 GRECiOT 1";2022-05-19 12:02:25;5,71;0,00;34,24;6,86;35,94;1025,50;10,46;22,23;
"K-A3 GRECiOT 1";2022-05-19 11:57:27;5,70;0,00;34,02;7,86;36,67;1025,57;10,59;22,32;
"K-A3 GRECiOT 1";2022-05-19 11:52:26;3,62;0,00;28,68;1,24;39,23;1025,64;11,02;22,74;
"K-A3 GRECiOT 1";2022-05-19 11:47:24;5,26;0,00;31,56;0,00;35,95;1025,61;10,68;23,06;
"K-A3 GRECiOT 1";2022-05-19 11:42:27;5,78;0,00;33,50;5,42;32,69;1025,58;11,82;22,67;
"K-A3 GRECiOT 1";2022-05-19 11:37:24;5,71;0,00;34,04;5,29;38,14;1025,68;9,40;22,32;
"K-A3 GRECiOT 1";2022-05-19 11:32:28;5,76;0,00;34,00;4,66;39,15;1025,69;15,16;22,40;
"K-A3 GRECiOT 1";2022-05-19 11:27:26;5,76;0,00;34,22;0,00;42,54;1025,71;10,15;22,29;
"K-A3 GRECiOT 1";2022-05-19 11:22:25;5,91;0,00;35,12;0,02;43,48;1025,71;11,49;22,04;
"K-A3 GRECiOT 1";2022-05-19 11:17:27;5,93;0,00;36,11;6,01;36,11;1025,83;14,54;21,61;
"K-A3 GRECiOT 1";2022-05-19 11:12:25;6,05;0,00;36,69;3,61;40,30;1025,83;17,86;21,49;
"K-A3 GRECiOT 1";2022-05-19 11:07:28;5,50;0,00;36,35;5,07;38,27;1025,85;8,32;21,02;
"K-A3 GRECiOT 1";2022-05-19 11:02:26;5,57;0,00;37,74;3,47;37,85;1025,81;11,87;20,48;
"K-A3 GRECiOT 1";2022-05-19 10:57:27;5,96;0,00;37,94;3,65;35,70;1025,83;12,21;20,83;
"K-A3 GRECiOT 1";2022-05-19 10:52:26;6,01;0,00;36,47;1,79;38,94;1025,81;10,98;21,53;
"K-A3 GRECiOT 1";2022-05-19 10:47:25;6,23;0,00;36,31;3,90;34,62;1025,80;16,51;21,85;
"K-A3 GRECiOT 1";2022-05-19 10:42:27;5,94;0,00;35,36;4,30;32,82;1025,80;14,05;21,97;
"K-A3 GRECiOT 1";2022-05-19 10:37:25;6,61;0,00;37,80;7,78;26,48;1025,79;13,09;21,63;
"K-A3 GRECiOT 1";2022-05-19 10:32:28;6,10;0,00;37,06;4,60;33,05;1025,83;14,69;21,37;
"K-A3 GRECiOT 1";2022-05-19 10:27:27;6,63;0,00;39,24;5,61;30,62;1025,93;13,31;21,03;
"K-A3 GRECiOT 1";2022-05-19 10:22:25;6,56;0,00;38,97;9,29;27,57;1025,87;11,15;21,07;
"K-A3 GRECiOT 1";2022-05-19 10:17:27;6,91;0,00;39,65;3,34;35,58;1025,92;12,21;21,18;
"K-A3 GRECiOT 1";2022-05-19 10:12:25;6,83;0,00;39,56;2,62;36,38;1026,01;16,36;21,13;
"K-A3 GRECiOT 1";2022-05-19 10:07:27;6,84;0,00;40,48;5,55;31,92;1026,02;13,02;20,76;
"K-A3 GRECiOT 1";2022-05-19 10:02:25;6,87;0,00;40,78;4,93;35,38;1025,98;16,87;20,68;
"K-A3 GRECiOT 1";2022-05-19 09:57:28;6,43;0,00;40,03;0,88;38,71;1026,01;12,51;20,50;
"K-A3 GRECiOT 1";2022-05-19 09:52:27;6,90;0,00;41,86;0,88;39,61;1025,98;12,29;20,28;
"K-A3 GRECiOT 1";2022-05-19 09:47:24;6,45;0,00;41,39;2,37;38,03;1026,02;10,70;19,97;
"K-A3 GRECiOT 1";2022-05-19 09:42:26;7,37;0,00;44,97;3,46;36,16;1026,00;11,84;19,65;
"K-A3 GRECiOT 1";2022-05-19 09:37:24;7,49;0,00;45,89;8,87;34,53;1026,04;19,13;19,45;
"K-A3 GRECiOT 1";2022-05-19 09:32:27;7,35;0,00;46,54;11,97;30,83;1026,14;15,78;19,08;
"K-A3 GRECiOT 1";2022-05-19 09:27:26;6,22;0,00;44,10;8,58;33,61;1026,11;11,15;18,70;
"K-A3 GRECiOT 1";2022-05-19 09:22:25;6,25;0,00;45,83;5,06;35,23;1026,07;12,89;18,12;
"K-A3 GRECiOT 1";2022-05-19 09:17:26;5,98;0,00;46,11;3,83;38,46;1026,16;10,94;17,72;
"K-A3 GRECiOT 1";2022-05-19 09:12:24;6,24;0,00;48,20;4,38;36,55;1026,14;14,06;17,30;
"K-A3 GRECiOT 1";2022-05-19 09:07:27;6,43;0,00;50,22;5,76;35,00;1026,12;12,01;16,86;
"K-A3 GRECiOT 1";2022-05-19 09:02:24;6,48;0,00;50,94;4,41;39,11;1026,11;11,14;16,69;
"K-A3 GRECiOT 1";2022-05-19 08:57:28;7,23;0,00;54,07;7,28;37,17;1026,09;8,12;16,56;
"K-A3 GRECiOT 1";2022-05-19 08:52:27;7,30;0,00;54,42;8,42;39,36;1026,13;15,01;16,54;
"K-A3 GRECiOT 1";2022-05-19 08:47:25;7,36;0,00;55,03;5,89;42,51;1026,17;10,10;16,42;
"K-A3 GRECiOT 1";2022-05-19 08:42:27;8,04;0,00;58,06;6,75;42,55;1026,10;11,31;16,31;
"K-A3 GRECiOT 1";2022-05-19 08:37:25;7,81;0,00;57,38;15,42;33,25;1026,16;11,17;16,25;
"K-A3 GRECiOT 1";2022-05-19 08:32:27;8,58;0,03;60,84;15,88;32,56;1026,12;11,63;16,15;
"K-A3 GRECiOT 1";2022-05-19 08:27:26;8,53;4,45;60,95;18,23;28,24;1026,17;11,17;16,07;
"K-A3 GRECiOT 1";2022-05-19 08:22:24;8,66;2,87;61,93;15,35;31,93;1026,13;8,06;15,96;
"K-A3 GRECiOT 1";2022-05-19 08:17:27;8,51;4,72;61,76;21,99;25,67;1026,16;11,90;15,84;
"K-A3 GRECiOT 1";2022-05-19 08:12:27;8,58;3,57;62,28;14,34;36,95;1026,10;;15,79;
"K-A3 GRECiOT 1";2022-05-19 08:07:29;8,71;6,20;63,50;18,53;31,92;1026,09;9,72;15,62;
"K-A3 GRECiOT 1";2022-05-19 08:02:26;8,49;7,05;62,78;20,79;29,26;1026,11;10,13;15,56;
"K-A3 GRECiOT 1";2022-05-19 07:57:24;8,58;5,91;63,49;18,51;30,84;1026,15;9,70;15,49;
"K-A3 GRECiOT 1";2022-05-19 07:52:28;8,50;6,39;63,58;16,63;35,27;1026,14;8,96;15,38;
"K-A3 GRECiOT 1";2022-05-19 07:47:27;8,52;7,49;63,96;19,04;33,20;1026,11;8,33;15,31;
"K-A3 GRECiOT 1";2022-05-19 07:42:27;8,30;7,57;63,54;22,19;25,53;1025,98;11,57;15,18;
"K-A3 GRECiOT 1";2022-05-19 07:37:27;8,37;9,17;64,08;23,70;24,87;1026,00;11,99;15,12;
"K-A3 GRECiOT 1";2022-05-19 07:32:25;8,48;7,23;64,96;21,59;25,74;1026,00;8,06;15,02;
"K-A3 GRECiOT 1";2022-05-19 07:27:27;8,19;10,73;64,15;23,58;25,77;1026,06;8,81;14,91;
"K-A3 GRECiOT 1";2022-05-19 07:22:27;7,85;8,44;63,04;24,63;22,37;1026,04;9,13;14,83;
"K-A3 GRECiOT 1";2022-05-19 07:17:27;7,86;7,74;63,43;25,01;21,25;1026,01;8,80;14,74;
"K-A3 GRECiOT 1";2022-05-19 07:12:25;7,83;8,56;63,78;25,57;23,99;1025,93;10,00;14,62;
"K-A3 GRECiOT 1";2022-05-19 07:07:27;7,86;10,93;64,35;30,28;15,71;1025,91;9,74;14,51;
"K-A3 GRECiOT 1";2022-05-19 07:02:24;7,58;9,54;63,50;31,27;13,09;1025,92;9,86;14,43;
"K-A3 GRECiOT 1";2022-05-19 06:57:28;7,63;8,27;63,83;29,58;13,91;1025,81;11,97;14,40;
"K-A3 GRECiOT 1";2022-05-19 06:52:26;7,59;9,30;64,03;30,21;13,12;1025,91;10,15;14,30;
"K-A3 GRECiOT 1";2022-05-19 06:47:25;7,60;10,46;64,07;34,20;8,39;1025,83;13,19;14,30;
"K-A3 GRECiOT 1";2022-05-19 06:42:27;7,13;13,42;62,48;37,93;5,14;1025,74;13,86;14,20;
"K-A3 GRECiOT 1";2022-05-19 06:37:25;6,83;10,82;61,10;40,95;0,00;1025,67;11,50;14,23;
"K-A3 GRECiOT 1";2022-05-19 06:32:29;7,96;8,63;66,03;36,83;2,59;1025,48;11,09;14,22;
"K-A3 GRECiOT 1";2022-05-19 06:27:27;7,47;20,20;64,15;34,24;14,09;1025,47;11,68;14,15;
"K-A3 GRECiOT 1";2022-05-19 06:22:25;6,39;14,34;59,88;37,35;8,05;1025,50;13,83;14,08;
"K-A3 GRECiOT 1";2022-05-19 06:17:26;5,04;6,90;54,69;27,48;16,82;1025,46;9,46;14,03;
"K-A3 GRECiOT 1";2022-05-19 06:12:25;4,40;0,00;52,39;19,67;22,17;1025,32;8,58;14,01;
"K-A3 GRECiOT 1";2022-05-19 06:07:27;3,82;0,00;50,49;26,91;11,88;1025,35;9,65;13,95;
"K-A3 GRECiOT 1";2022-05-19 06:02:25;3,80;0,00;50,55;14,64;28,38;1025,24;7,68;13,90;
"K-A3 GRECiOT 1";2022-05-19 05:57:28;3,85;0,00;50,65;12,65;30,91;1025,08;10,57;13,93;
"K-A3 GRECiOT 1";2022-05-19 05:52:27;3,97;0,00;51,16;10,58;33,90;1025,03;10,59;13,90;
"K-A3 GRECiOT 1";2022-05-19 05:47:26;4,06;0,00;51,40;11,06;32,69;1024,96;7,81;13,93;
"K-A3 GRECiOT 1";2022-05-19 05:42:27;4,12;0,00;51,65;10,90;32,53;1024,99;11,16;13,92;
"K-A3 GRECiOT 1";2022-05-19 05:37:25;4,02;0,00;51,16;7,26;39,46;1024,94;11,93;13,96;
"K-A3 GRECiOT 1";2022-05-19 05:32:27;4,15;0,00;51,63;7,59;37,86;1024,82;10,30;13,96;
"K-A3 GRECiOT 1";2022-05-19 05:27:27;4,18;0,00;51,40;7,12;38,42;1024,71;8,51;14,06;
"K-A3 GRECiOT 1";2022-05-19 05:22:25;4,21;0,00;51,22;6,63;40,65;1024,75;8,84;14,15;
"K-A3 GRECiOT 1";2022-05-19 05:17:27;4,38;0,00;51,27;7,05;40,31;1024,80;9,00;14,32;
"K-A3 GRECiOT 1";2022-05-19 05:12:24;4,52;0,00;51,43;7,03;38,05;1024,78;9,64;14,41;
"K-A3 GRECiOT 1";2022-05-19 05:07:26;4,64;0,00;51,52;6,87;37,87;1024,75;11,95;14,53;
"K-A3 GRECiOT 1";2022-05-19 05:02:24;4,78;0,00;51,58;8,41;34,42;1024,74;9,70;14,66;
"K-A3 GRECiOT 1";2022-05-19 04:57:28;4,98;0,00;51,69;9,22;32,59;1024,74;9,32;14,84;
"K-A3 GRECiOT 1";2022-05-19 04:52:27;4,77;0,00;50,56;10,83;30,80;1024,70;8,52;14,95;
"K-A3 GRECiOT 1";2022-05-19 04:47:24;4,88;0,00;50,73;8,46;32,94;1024,63;8,65;15,02;
"K-A3 GRECiOT 1";2022-05-19 04:42:27;4,90;0,00;50,12;9,38;31,37;1024,58;6,83;15,24;
"K-A3 GRECiOT 1";2022-05-19 04:37:25;5,19;0,00;50,53;7,21;34,33;1024,58;8,04;15,42;
"K-A3 GRECiOT 1";2022-05-19 04:32:27;5,31;0,00;50,61;8,43;31,88;1024,52;8,02;15,53;
"K-A3 GRECiOT 1";2022-05-19 04:27:27;5,06;0,00;49,13;9,73;30,25;1024,47;8,64;15,72;
"K-A3 GRECiOT 1";2022-05-19 04:22:25;5,39;0,00;49,90;8,15;31,73;1024,51;7,43;15,83;
"K-A3 GRECiOT 1";2022-05-19 04:17:27;5,53;0,00;49,82;11,72;28,00;1024,47;7,52;16,01;
"K-A3 GRECiOT 1";2022-05-19 04:12:26;5,08;0,00;47,88;9,82;31,32;1024,48;10,99;16,14;
"K-A3 GRECiOT 1";2022-05-19 04:07:26;5,28;0,00;48,20;3,47;39,20;1024,39;6,73;16,25;
"K-A3 GRECiOT 1";2022-05-19 04:02:25;4,88;0,00;46,60;7,18;34,69;1024,34;11,58;16,35;
"K-A3 GRECiOT 1";2022-05-19 03:57:28;5,19;0,00;47,06;1,26;42,59;1024,29;11,14;16,54;
"K-A3 GRECiOT 1";2022-05-19 03:52:28;5,46;0,00;47,60;2,20;41,34;1024,22;10,59;16,65;
"K-A3 GRECiOT 1";2022-05-19 03:47:25;5,06;0,00;46,22;3,87;39,84;1024,16;7,91;16,68;
"K-A3 GRECiOT 1";2022-05-19 03:42:27;4,02;0,00;42,85;3,01;42,24;1024,09;9,54;16,72;
"K-A3 GRECiOT 1";2022-05-19 03:37:26;4,01;0,00;42,74;0,00;43,13;1023,97;15,32;16,75;
"K-A3 GRECiOT 1";2022-05-19 03:32:28;5,61;0,00;47,70;0,00;40,80;1024,01;9,36;16,78;
"K-A3 GRECiOT 1";2022-05-19 03:27:26;4,75;0,00;45,10;1,84;41,31;1024,09;4,75;16,72;
"K-A3 GRECiOT 1";2022-05-19 03:22:25;5,11;0,00;46,47;0,56;43,01;1024,00;8,20;16,65;
"K-A3 GRECiOT 1";2022-05-19 03:17:27;4,77;0,00;45,53;1,26;41,91;1024,01;7,34;16,59;
"K-A3 GRECiOT 1";2022-05-19 03:12:25;5,14;0,00;47,02;1,30;41,06;1023,89;8,48;16,50;
"K-A3 GRECiOT 1";2022-05-19 03:07:28;4,67;0,00;45,65;1,59;43,21;1023,89;8,96;16,44;
"K-A3 GRECiOT 1";2022-05-19 03:02:24;4,38;0,00;44,68;0,00;46,16;1023,84;9,84;16,47;
"K-A3 GRECiOT 1";2022-05-19 02:57:28;5,15;0,00;47,26;0,00;43,89;1023,79;9,39;16,42;
"K-A3 GRECiOT 1";2022-05-19 02:52:28;4,80;0,00;46,05;0,25;47,01;1023,76;6,77;16,45;
"K-A3 GRECiOT 1";2022-05-19 02:47:24;5,00;0,00;46,70;0,00;45,33;1023,60;9,27;16,45;
"K-A3 GRECiOT 1";2022-05-19 02:42:27;4,60;0,00;45,59;0,17;44,41;1023,45;6,28;16,38;
"K-A3 GRECiOT 1";2022-05-19 02:37:24;5,54;0,00;48,69;0,00;44,69;1023,33;9,59;16,38;
"K-A3 GRECiOT 1";2022-05-19 02:32:28;5,68;0,00;49,45;0,85;45,11;1023,19;8,02;16,29;
"K-A3 GRECiOT 1";2022-05-19 02:27:27;6,22;0,00;51,42;0,27;46,61;1023,16;7,20;16,27;
"K-A3 GRECiOT 1";2022-05-19 02:22:25;5,72;0,00;49,75;2,62;46,46;1023,16;11,08;16,24;
"K-A3 GRECiOT 1";2022-05-19 02:17:27;5,67;0,00;49,70;3,44;42,92;1022,97;7,44;16,20;
"K-A3 GRECiOT 1";2022-05-19 02:12:25;5,38;0,00;48,93;1,47;45,21;1022,88;;16,13;
"K-A3 GRECiOT 1";2022-05-19 02:07:28;6,31;0,00;52,30;0,00;46,48;1022,83;7,56;16,10;
"K-A3 GRECiOT 1";2022-05-19 02:02:25;6,09;0,00;51,44;2,49;44,88;1022,77;7,10;16,11;
"K-A3 GRECiOT 1";2022-05-19 01:57:28;7,61;0,00;57,05;5,45;42,42;1022,72;7,03;16,13;
"K-A3 GRECiOT 1";2022-05-19 01:52:27;6,75;0,00;53,90;7,38;41,44;1022,69;7,66;16,10;
"K-A3 GRECiOT 1";2022-05-19 01:47:26;7,90;0,00;58,23;7,57;40,17;1022,64;6,93;16,11;
"K-A3 GRECiOT 1";2022-05-19 01:42:26;6,99;0,00;54,43;7,40;42,33;1022,67;16,06;16,20;
"K-A3 GRECiOT 1";2022-05-19 01:37:24;7,97;0,00;57,90;6,53;42,20;1022,50;7,48;16,28;
"K-A3 GRECiOT 1";2022-05-19 01:32:28;8,11;4,12;58,40;10,24;40,89;1022,44;8,81;16,29;
"K-A3 GRECiOT 1";2022-05-19 01:27:26;8,25;1,61;58,88;9,20;41,65;1022,28;8,50;16,31;
"K-A3 GRECiOT 1";2022-05-19 01:22:25;6,75;0,00;52,49;7,38;44,68;1022,14;11,55;16,51;
"K-A3 GRECiOT 1";2022-05-19 01:17:27;8,54;0,00;58,33;2,07;47,74;1021,87;9,00;16,78;
"K-A3 GRECiOT 1";2022-05-19 01:12:25;8,21;0,71;56,19;8,81;42,21;1021,79;10,98;17,01;
"K-A3 GRECiOT 1";2022-05-19 01:07:27;8,83;0,31;58,13;9,87;40,01;1021,66;7,26;17,13;
"K-A3 GRECiOT 1";2022-05-19 01:02:26;9,05;5,14;58,33;12,30;38,18;1021,68;8,07;17,31;
"K-A3 GRECiOT 1";2022-05-19 00:57:28;7,54;6,81;52,14;14,70;37,35;1021,42;16,96;17,47;
"K-A3 GRECiOT 1";2022-05-19 00:52:27;8,22;0,00;55,02;6,22;39,83;1021,11;9,10;17,35;
"K-A3 GRECiOT 1";2022-05-19 00:47:25;7,15;2,44;51,68;14,99;33,22;1021,11;10,52;17,19;
"K-A3 GRECiOT 1";2022-05-19 00:42:26;6,90;0,00;50,94;6,55;42,24;1020,86;8,57;17,14;
"K-A3 GRECiOT 1";2022-05-19 00:37:25;5,50;0,00;46,78;5,58;44,63;1020,75;11,17;16,97;
"K-A3 GRECiOT 1";2022-05-19 00:32:28;5,37;0,00;46,44;0,00;49,12;1020,56;9,83;16,94;
"K-A3 GRECiOT 1";2022-05-19 00:27:26;6,13;0,00;48,99;0,00;48,89;1020,51;11,35;16,93;
"K-A3 GRECiOT 1";2022-05-19 00:22:25;5,99;0,00;49,02;1,06;49,89;1020,45;11,38;16,76;
"K-A3 GRECiOT 1";2022-05-19 00:17:27;6,19;0,00;49,93;1,61;49,14;1020,16;22,70;16,69;
"K-A3 GRECiOT 1";2022-05-19 00:12:25;6,38;0,00;49,96;0,35;50,72;1020,22;20,47;16,89;
"K-A3 GRECiOT 1";2022-05-19 00:07:27;6,77;0,00;51,03;0,47;49,57;1020,11;22,49;16,97;
"K-A3 GRECiOT 1";2022-05-19 00:02:25;6,92;0,00;51,73;2,58;47,37;1019,87;18,25;16,93;
"K-A3 GRECiOT 1";2022-05-18 23:57:28;7,34;0,00;52,37;1,89;48,73;1019,81;13,01;17,19;
"K-A3 GRECiOT 1";2022-05-18 23:52:28;7,65;0,00;53,32;5,45;42,31;1019,71;15,07;17,23;
"K-A3 GRECiOT 1";2022-05-18 23:47:24;7,68;0,00;53,45;5,12;43,10;1019,43;10,60;17,23;
"K-A3 GRECiOT 1";2022-05-18 23:42:27;7,99;0,00;53,80;4,97;44,04;1019,32;12,46;17,45;
"K-A3 GRECiOT 1";2022-05-18 23:37:25;8,46;0,00;55,04;4,15;44,17;1019,00;12,75;17,60;
"K-A3 GRECiOT 1";2022-05-18 23:32:28;8,88;0,00;56,08;6,29;43,00;1018,86;9,89;17,75;
"K-A3 GRECiOT 1";2022-05-18 23:27:26;9,17;3,81;57,15;10,53;38,24;1018,76;10,50;17,77;
"K-A3 GRECiOT 1";2022-05-18 23:22:25;9,40;4,12;57,98;10,71;38,95;1018,49;13,32;17,78;
"K-A3 GRECiOT 1";2022-05-18 23:17:27;9,66;5,99;58,57;10,01;40,76;1018,42;7,88;17,89;
"K-A3 GRECiOT 1";2022-05-18 23:12:25;9,77;7,88;58,81;9,62;41,64;1018,30;5,79;17,95;
"K-A3 GRECiOT 1";2022-05-18 23:07:26;9,93;8,34;58,95;10,55;42,23;1018,21;8,43;18,09;
"K-A3 GRECiOT 1";2022-05-18 23:02:25;9,93;9,79;58,84;12,21;38,56;1018,11;9,61;18,12;
"K-A3 GRECiOT 1";2022-05-18 22:57:28;10,15;8,59;58,79;10,03;41,40;1017,94;13,02;18,36;
"K-A3 GRECiOT 1";2022-05-18 22:52:26;10,39;9,82;58,87;11,59;39,30;1017,77;7,19;18,60;
"K-A3 GRECiOT 1";2022-05-18 22:47:25;10,71;10,52;59,03;11,82;38,55;1017,71;5,38;18,90;
"K-A3 GRECiOT 1";2022-05-18 22:42:27;11,04;12,76;59,32;14,73;35,12;1017,53;7,63;19,17;
"K-A3 GRECiOT 1";2022-05-18 22:37:24;11,23;15,35;60,03;14,84;34,03;1017,44;9,52;19,18;
"K-A3 GRECiOT 1";2022-05-18 22:32:27;11,26;17,93;59,76;15,85;34,63;1017,15;8,16;19,28;
"K-A3 GRECiOT 1";2022-05-18 22:27:27;11,39;17,63;59,77;14,67;36,96;1016,92;10,69;19,42;
"K-A3 GRECiOT 1";2022-05-18 22:22:24;11,68;17,54;60,23;15,28;37,19;1016,96;9,25;19,61;
"K-A3 GRECiOT 1";2022-05-18 22:17:27;11,86;20,26;60,87;17,99;33,20;1016,80;8,17;19,62;
"K-A3 GRECiOT 1";2022-05-18 22:12:24;12,30;22,35;61,53;16,14;39,43;1016,68;6,72;19,92;
"K-A3 GRECiOT 1";2022-05-18 22:07:27;12,66;22,89;62,16;17,15;38,30;1016,50;8,66;20,13;
"K-A3 GRECiOT 1";2022-05-18 22:02:25;13,16;25,90;63,26;19,47;37,74;1016,21;5,75;20,38;
"K-A3 GRECiOT 1";2022-05-18 21:57:28;13,32;30,13;63,06;22,48;36,73;1016,04;8,43;20,59;
"K-A3 GRECiOT 1";2022-05-18 21:52:26;13,65;32,49;63,57;26,29;33,82;1015,81;9,06;20,82;
"K-A3 GRECiOT 1";2022-05-18 21:47:25;13,73;34,82;63,68;27,29;35,07;1015,60;10,58;20,88;
"K-A3 GRECiOT 1";2022-05-18 21:42:27;13,80;37,50;63,29;25,64;40,97;1015,37;12,25;21,05;
"K-A3 GRECiOT 1";2022-05-18 21:37:25;13,73;38,17;61,70;24,34;45,35;1015,22;15,46;21,39;
"K-A3 GRECiOT 1";2022-05-18 21:32:28;13,64;37,12;60,30;25,27;46,30;1014,80;14,38;21,67;
"K-A3 GRECiOT 1";2022-05-18 21:27:27;13,52;35,55;59,21;24,87;48,19;1014,70;14,00;21,84;
"K-A3 GRECiOT 1";2022-05-18 21:22:25;13,49;34,66;57,89;23,87;49,83;1014,62;14,62;22,18;
"K-A3 GRECiOT 1";2022-05-18 21:17:26;13,49;33,56;56,84;24,20;48,50;1014,47;11,43;22,48;
"K-A3 GRECiOT 1";2022-05-18 21:12:25;13,35;33,92;55,79;24,90;47,43;1014,42;10,01;22,63;
"K-A3 GRECiOT 1";2022-05-18 21:07:27;13,25;32,02;54,87;24,18;48,59;1014,25;10,73;22,80;
"K-A3 GRECiOT 1";2022-05-18 21:02:24;13,37;33,59;54,49;21,86;51,68;1014,18;11,45;23,04;
"K-A3 GRECiOT 1";2022-05-18 20:57:28;13,12;37,15;52,11;22,84;51,43;1014,04;17,91;23,51;
"K-A3 GRECiOT 1";2022-05-18 20:52:27;11,73;31,32;46,41;21,37;46,42;1014,01;19,33;23,92;
"K-A3 GRECiOT 1";2022-05-18 20:47:25;11,23;19,83;44,64;16,42;42,03;1013,98;7,20;24,02;
"K-A3 GRECiOT 1";2022-05-18 20:42:27;10,97;15,56;43,62;13,82;43,05;1013,83;12,61;24,12;
"K-A3 GRECiOT 1";2022-05-18 20:37:24;10,71;11,79;42,78;10,27;47,32;1013,66;8,89;24,16;
"K-A3 GRECiOT 1";2022-05-18 20:32:27;10,62;10,94;42,43;9,51;47,45;1013,61;8,48;24,19;
"K-A3 GRECiOT 1";2022-05-18 20:27:27;10,45;10,29;42,07;8,84;48,35;1013,52;9,88;24,15;
"K-A3 GRECiOT 1";2022-05-18 20:22:25;10,60;9,06;42,08;7,00;52,09;1013,35;11,45;24,31;
"K-A3 GRECiOT 1";2022-05-18 20:17:26;10,75;9,70;42,32;7,97;49,86;1013,29;8,41;24,39;
"K-A3 GRECiOT 1";2022-05-18 20:12:25;10,90;8,47;42,63;8,21;50,35;1013,24;;24,43;
"K-A3 GRECiOT 1";2022-05-18 20:07:27;11,53;12,99;44,06;10,37;48,45;1013,02;8,18;24,57;
"K-A3 GRECiOT 1";2022-05-18 20:02:24;11,51;17,85;43,83;12,48;48,09;1013,00;8,36;24,64;
"K-A3 GRECiOT 1";2022-05-18 19:57:28;11,23;18,45;42,99;13,97;45,57;1012,82;8,55;24,66;
"K-A3 GRECiOT 1";2022-05-18 19:52:27;11,05;15,06;42,08;11,43;47,32;1012,70;7,11;24,81;
"K-A3 GRECiOT 1";2022-05-18 19:47:24;10,80;14,94;41,04;11,00;46,94;1012,56;10,53;24,95;
"K-A3 GRECiOT 1";2022-05-18 19:42:27;10,47;13,08;39,99;10,87;46,65;1012,41;9,31;25,02;
"K-A3 GRECiOT 1";2022-05-18 19:37:24;10,47;10,48;39,71;8,94;47,74;1012,26;8,93;25,14;
"K-A3 GRECiOT 1";2022-05-18 19:32:28;10,41;10,10;39,46;9,52;46,69;1012,08;12,24;25,18;
"K-A3 GRECiOT 1";2022-05-18 19:27:27;10,55;9,97;39,59;9,41;46,26;1012,01;8,98;25,28;
"K-A3 GRECiOT 1";2022-05-18 19:22:24;10,69;9,14;40,09;8,84;47,23;1011,90;8,39;25,22;
"K-A3 GRECiOT 1";2022-05-18 19:17:26;10,69;11,49;40,09;10,81;46,33;1011,85;9,67;25,22;
"K-A3 GRECiOT 1";2022-05-18 19:12:24;10,96;14,64;40,91;11,36;45,40;1011,76;9,76;25,18;
"K-A3 GRECiOT 1";2022-05-18 19:07:26;10,87;15,70;40,53;11,39;47,93;1011,67;8,90;25,23;
"K-A3 GRECiOT 1";2022-05-18 19:02:24;11,02;14,73;40,77;10,40;48,96;1011,56;14,67;25,30;
"K-A3 GRECiOT 1";2022-05-18 18:57:28;11,17;15,96;40,74;10,92;49,20;1011,49;10,98;25,49;
"K-A3 GRECiOT 1";2022-05-18 18:52:27;11,33;15,96;40,74;11,89;48,94;1011,47;9,53;25,66;
"K-A3 GRECiOT 1";2022-05-18 18:47:24;11,38;16,38;40,42;12,25;47,75;1011,41;12,24;25,86;
"K-A3 GRECiOT 1";2022-05-18 18:42:27;11,65;17,04;41,04;13,60;45,06;1011,28;12,41;25,90;
"K-A3 GRECiOT 1";2022-05-18 18:37:24;11,72;19,49;41,31;15,31;45,36;1011,34;15,19;25,87;
"K-A3 GRECiOT 1";2022-05-18 18:32:27;11,80;20,72;41,35;15,31;46,72;1011,36;16,49;25,94;
"K-A3 GRECiOT 1";2022-05-18 18:27:27;11,86;22,18;41,34;16,51;45,73;1011,28;10,71;26,01;
"K-A3 GRECiOT 1";2022-05-18 18:22:25;11,84;22,53;41,16;16,58;46,60;1011,23;12,08;26,07;
"K-A3 GRECiOT 1";2022-05-18 18:17:26;11,77;23,58;40,51;15,50;48,76;1011,09;12,62;26,25;
"K-A3 GRECiOT 1";2022-05-18 18:12:25;11,75;23,93;39,96;15,06;49,44;1011,04;13,43;26,47;
"K-A3 GRECiOT 1";2022-05-18 18:07:27;11,73;22,42;38,75;14,11;50,48;1010,97;21,25;26,96;
"K-A3 GRECiOT 1";2022-05-18 18:02:25;11,76;19,27;38,19;14,12;48,44;1010,89;22,33;27,25;
"K-A3 GRECiOT 1";2022-05-18 17:57:28;11,71;19,28;38,49;14,35;49,41;1010,97;16,63;27,06;
"K-A3 GRECiOT 1";2022-05-18 17:52:27;11,60;22,08;38,09;13,67;50,66;1010,96;15,75;27,11;
"K-A3 GRECiOT 1";2022-05-18 17:47:25;11,84;19,61;37,36;13,44;49,19;1010,98;24,43;27,71;
"K-A3 GRECiOT 1";2022-05-18 17:42:27;11,87;21,80;37,22;14,80;47,01;1010,85;17,93;27,81;
"K-A3 GRECiOT 1";2022-05-18 17:37:25;11,81;21,64;36,05;14,15;48,53;1010,64;26,98;28,29;
